image_path,true_label,pred_label,probability,true_class,pred_class,correct,confidence
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\13689_idx5_x801_y1501_class1.png,1.0,1.0,0.99998343,BreastHisto,BreastHisto,True,0.99998343
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-488.jpg,0.0,0.0,1.2057423e-08,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12895_idx5_x2651_y2601_class0.png,1.0,1.0,0.99998677,BreastHisto,BreastHisto,True,0.99998677
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9291_idx5_x2451_y951_class1.png,1.0,1.0,0.9999405,BreastHisto,BreastHisto,True,0.9999405
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9124_idx5_x1201_y1401_class1.png,1.0,1.0,0.99995315,BreastHisto,BreastHisto,True,0.99995315
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9081_idx5_x1451_y2401_class0.png,1.0,1.0,0.99999535,BreastHisto,BreastHisto,True,0.99999535
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\8975_idx5_x1701_y151_class0.png,1.0,1.0,0.99992967,BreastHisto,BreastHisto,True,0.99992967
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-403.jpg,0.0,0.0,2.1429557e-07,MRI,MRI,True,0.99999976
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\mt-871.jpg,0.0,0.0,6.065158e-08,MRI,MRI,True,0.99999994
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12896_idx5_x1051_y501_class1.png,1.0,1.0,0.99992514,BreastHisto,BreastHisto,True,0.99992514
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\8980_idx5_x1151_y1201_class1.png,1.0,1.0,0.9999913,BreastHisto,BreastHisto,True,0.9999913
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-787.jpg,0.0,0.0,6.9144144e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-761.jpg,0.0,0.0,6.743584e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\13591_idx5_x1451_y1851_class0.png,1.0,1.0,0.99998283,BreastHisto,BreastHisto,True,0.99998283
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\pt-278.jpg,0.0,0.0,2.8506406e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10305_idx5_x1601_y1351_class0.png,1.0,1.0,0.9999999,BreastHisto,BreastHisto,True,0.9999999
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9126_idx5_x1551_y1001_class1.png,1.0,1.0,0.9999932,BreastHisto,BreastHisto,True,0.9999932
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12751_idx5_x1651_y1701_class1.png,1.0,1.0,0.9987521,BreastHisto,BreastHisto,True,0.9987521
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\8913_idx5_x651_y1701_class0.png,1.0,1.0,0.9999689,BreastHisto,BreastHisto,True,0.9999689
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12752_idx5_x2951_y751_class1.png,1.0,1.0,0.9999325,BreastHisto,BreastHisto,True,0.9999325
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\14306_idx5_x1501_y951_class0.png,1.0,1.0,0.9999981,BreastHisto,BreastHisto,True,0.9999981
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12810_idx5_x2451_y1201_class0.png,1.0,1.0,0.99999845,BreastHisto,BreastHisto,True,0.99999845
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12751_idx5_x1151_y1051_class1.png,1.0,1.0,0.9999926,BreastHisto,BreastHisto,True,0.9999926
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12751_idx5_x1251_y1901_class1.png,1.0,1.0,0.99999726,BreastHisto,BreastHisto,True,0.99999726
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12906_idx5_x1851_y1751_class1.png,1.0,1.0,0.9999924,BreastHisto,BreastHisto,True,0.9999924
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9381_idx5_x801_y1451_class0.png,1.0,1.0,0.99999547,BreastHisto,BreastHisto,True,0.99999547
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\15903_idx5_x2251_y301_class0.png,1.0,1.0,0.99998736,BreastHisto,BreastHisto,True,0.99998736
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\mt-478.jpg,0.0,0.0,1.004998e-08,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9346_idx5_x651_y1701_class1.png,1.0,1.0,0.9994072,BreastHisto,BreastHisto,True,0.9994072
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12890_idx5_x401_y701_class0.png,1.0,1.0,0.9999958,BreastHisto,BreastHisto,True,0.9999958
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12821_idx5_x2201_y1201_class1.png,1.0,1.0,0.999961,BreastHisto,BreastHisto,True,0.999961
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\8984_idx5_x1951_y351_class0.png,1.0,1.0,0.9999969,BreastHisto,BreastHisto,True,0.9999969
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-289.jpg,0.0,0.0,1.8657198e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10307_idx5_x1301_y701_class0.png,1.0,1.0,0.9999995,BreastHisto,BreastHisto,True,0.9999995
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10278_idx5_x3101_y801_class0.png,1.0,1.0,0.99984586,BreastHisto,BreastHisto,True,0.99984586
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\13022_idx5_x1751_y1951_class1.png,1.0,1.0,0.9999502,BreastHisto,BreastHisto,True,0.9999502
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\nt-454.jpg,0.0,0.0,7.0794806e-07,MRI,MRI,True,0.9999993
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\13021_idx5_x1701_y551_class1.png,1.0,1.0,0.9999949,BreastHisto,BreastHisto,True,0.9999949
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\13688_idx5_x451_y451_class1.png,1.0,1.0,0.9999459,BreastHisto,BreastHisto,True,0.9999459
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\mt-912.jpg,0.0,0.0,2.0742917e-08,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12749_idx5_x2601_y1601_class1.png,1.0,1.0,0.99996495,BreastHisto,BreastHisto,True,0.99996495
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10301_idx5_x2101_y1551_class0.png,1.0,1.0,0.9999864,BreastHisto,BreastHisto,True,0.9999864
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\15634_idx5_x1201_y2001_class0.png,1.0,1.0,0.9999869,BreastHisto,BreastHisto,True,0.9999869
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10303_idx5_x1351_y901_class1.png,1.0,1.0,0.9999976,BreastHisto,BreastHisto,True,0.9999976
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-206.jpg,0.0,0.0,2.152035e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12910_idx5_x2201_y601_class0.png,1.0,1.0,0.9997025,BreastHisto,BreastHisto,True,0.9997025
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10278_idx5_x1501_y801_class1.png,1.0,1.0,0.9999896,BreastHisto,BreastHisto,True,0.9999896
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9261_idx5_x2501_y1101_class1.png,1.0,1.0,0.99995446,BreastHisto,BreastHisto,True,0.99995446
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9225_idx5_x701_y201_class0.png,1.0,1.0,0.99999595,BreastHisto,BreastHisto,True,0.99999595
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-351.jpg,0.0,0.0,3.5773047e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\15514_idx5_x2801_y401_class0.png,1.0,1.0,0.99999356,BreastHisto,BreastHisto,True,0.99999356
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\14304_idx5_x1801_y701_class1.png,1.0,1.0,0.9999417,BreastHisto,BreastHisto,True,0.9999417
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\8864_idx5_x2451_y2701_class1.png,1.0,1.0,0.99999547,BreastHisto,BreastHisto,True,0.99999547
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10306_idx5_x1451_y651_class0.png,1.0,1.0,0.9999989,BreastHisto,BreastHisto,True,0.9999989
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\16166_idx5_x2201_y1951_class1.png,1.0,1.0,0.9999876,BreastHisto,BreastHisto,True,0.9999876
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10291_idx5_x801_y1151_class0.png,1.0,1.0,0.999961,BreastHisto,BreastHisto,True,0.999961
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-802.jpg,0.0,0.0,3.3464698e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12817_idx5_x2351_y701_class1.png,1.0,1.0,0.99999535,BreastHisto,BreastHisto,True,0.99999535
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12819_idx5_x1251_y2301_class1.png,1.0,1.0,0.99976903,BreastHisto,BreastHisto,True,0.99976903
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9290_idx5_x2051_y701_class0.png,1.0,1.0,0.9999758,BreastHisto,BreastHisto,True,0.9999758
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10288_idx5_x2701_y201_class0.png,1.0,1.0,0.9999913,BreastHisto,BreastHisto,True,0.9999913
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9259_idx5_x2401_y951_class0.png,1.0,1.0,0.99999666,BreastHisto,BreastHisto,True,0.99999666
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\pt-777.jpg,0.0,0.0,4.094915e-08,MRI,MRI,True,0.99999994
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\mt-566.jpg,0.0,0.0,1.0840659e-08,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12935_idx5_x351_y501_class0.png,1.0,1.0,0.99957424,BreastHisto,BreastHisto,True,0.99957424
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-136.jpg,0.0,0.0,8.118465e-11,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-736.jpg,0.0,0.0,1.1507111e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-37.jpg,0.0,0.0,3.0976827e-07,MRI,MRI,True,0.9999997
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\8863_idx5_x1601_y1301_class1.png,1.0,1.0,0.9999559,BreastHisto,BreastHisto,True,0.9999559
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-909.jpg,0.0,0.0,5.914855e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-857.jpg,0.0,0.0,1.4691973e-07,MRI,MRI,True,0.9999999
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9346_idx5_x1601_y1951_class1.png,1.0,1.0,0.9997564,BreastHisto,BreastHisto,True,0.9997564
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9177_idx5_x951_y1051_class0.png,1.0,1.0,0.99998236,BreastHisto,BreastHisto,True,0.99998236
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\15902_idx5_x2701_y1101_class1.png,1.0,1.0,0.9998024,BreastHisto,BreastHisto,True,0.9998024
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10260_idx5_x1601_y601_class0.png,1.0,1.0,0.9999852,BreastHisto,BreastHisto,True,0.9999852
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\15840_idx5_x801_y151_class0.png,1.0,1.0,0.9996604,BreastHisto,BreastHisto,True,0.9996604
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10268_idx5_x2551_y2201_class0.png,1.0,1.0,0.999969,BreastHisto,BreastHisto,True,0.999969
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9073_idx5_x1251_y351_class0.png,1.0,1.0,0.9997979,BreastHisto,BreastHisto,True,0.9997979
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-475.jpg,0.0,0.0,1.503401e-08,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12867_idx5_x2501_y1951_class1.png,1.0,1.0,0.9999672,BreastHisto,BreastHisto,True,0.9999672
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\8975_idx5_x1501_y851_class1.png,1.0,1.0,0.9999919,BreastHisto,BreastHisto,True,0.9999919
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\mt-266.jpg,0.0,0.0,8.642123e-08,MRI,MRI,True,0.99999994
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\mt-873.jpg,0.0,0.0,5.70024e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-242.jpg,0.0,0.0,8.770059e-10,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12818_idx5_x2901_y951_class1.png,1.0,1.0,0.99999726,BreastHisto,BreastHisto,True,0.99999726
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\nt-24.jpg,0.0,0.0,1.8357445e-08,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\nt-314.jpg,0.0,0.0,3.3442194e-07,MRI,MRI,True,0.99999964
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9043_idx5_x2651_y801_class1.png,1.0,1.0,0.99999475,BreastHisto,BreastHisto,True,0.99999475
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12951_idx5_x2351_y1901_class1.png,1.0,1.0,0.9999615,BreastHisto,BreastHisto,True,0.9999615
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9125_idx5_x951_y1901_class0.png,1.0,1.0,0.99999905,BreastHisto,BreastHisto,True,0.99999905
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9181_idx5_x451_y1801_class0.png,1.0,1.0,0.99998045,BreastHisto,BreastHisto,True,0.99998045
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\13024_idx5_x1401_y1351_class0.png,1.0,1.0,1.0,BreastHisto,BreastHisto,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\gt-282.jpg,0.0,0.0,8.718655e-10,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12906_idx5_x1601_y551_class0.png,1.0,1.0,0.99999595,BreastHisto,BreastHisto,True,0.99999595
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\13613_idx5_x2551_y1751_class1.png,1.0,1.0,0.99998486,BreastHisto,BreastHisto,True,0.99998486
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\mt-282.jpg,0.0,0.0,2.0742917e-08,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\mt-822.jpg,0.0,0.0,1.1090766e-05,MRI,MRI,True,0.9999889
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12890_idx5_x1201_y1651_class0.png,1.0,1.0,0.99982387,BreastHisto,BreastHisto,True,0.99982387
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10276_idx5_x1451_y1801_class0.png,1.0,1.0,0.99999857,BreastHisto,BreastHisto,True,0.99999857
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\8864_idx5_x2701_y2451_class0.png,1.0,1.0,0.9999995,BreastHisto,BreastHisto,True,0.9999995
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\pt-897.jpg,0.0,0.0,4.0464663e-08,MRI,MRI,True,0.99999994
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12951_idx5_x2251_y151_class0.png,1.0,1.0,0.9999949,BreastHisto,BreastHisto,True,0.9999949
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9290_idx5_x401_y951_class0.png,1.0,1.0,0.9999989,BreastHisto,BreastHisto,True,0.9999989
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9177_idx5_x2001_y1751_class0.png,1.0,1.0,0.9999982,BreastHisto,BreastHisto,True,0.9999982
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\12906_idx5_x151_y1001_class0.png,1.0,1.0,0.9999958,BreastHisto,BreastHisto,True,0.9999958
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\10292_idx5_x1401_y1851_class1.png,1.0,1.0,0.99995434,BreastHisto,BreastHisto,True,0.99995434
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\9250_idx5_x1501_y1101_class1.png,1.0,1.0,0.9999995,BreastHisto,BreastHisto,True,0.9999995
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\MRI\pt-811.jpg,0.0,0.0,2.0345001e-09,MRI,MRI,True,1.0
c:\Users\Ammad\Documents\Projects\Personal\Brain\data\processed\test\BreastHisto\13617_idx5_x151_y801_class0.png,1.0,1.0,0.99909556,BreastHisto,BreastHisto,True,0.99909556
